CounterExamples_0,Specificity_0,PRev_0,Pos_0,VarDist_0,RuleDist_0,CounterExamples_1,Specificity_1,PRev_1,Pos_1,VarDist_1,RuleDist_1,CounterExamples_2,Specificity_2,PRev_2,Pos_2,VarDist_2,RuleDist_2,CounterExamples_3,Specificity_3,PRev_3,Pos_3,VarDist_3,RuleDist_3,CounterExamples_4,Specificity_4,PRev_4,Pos_4,VarDist_4,RuleDist_4,CounterExamples_5,Specificity_5,PRev_5,Pos_5,VarDist_5,RuleDist_5,CounterExamples_6,Specificity_6,PRev_6,Pos_6,VarDist_6,RuleDist_6,CounterExamples_7,Specificity_7,PRev_7,Pos_7,VarDist_7,RuleDist_7,CounterExamples_8,Specificity_8,PRev_8,Pos_8,VarDist_8,RuleDist_8,CounterExamples_9,Specificity_9,PRev_9,Pos_9,VarDist_9,RuleDist_9,CounterExamples_10,Specificity_10,PRev_10,Pos_10,VarDist_10,RuleDist_10,CounterExamples_11,Specificity_11,PRev_11,Pos_11,VarDist_11,RuleDist_11,CounterExamples_12,Specificity_12,PRev_12,Pos_12,VarDist_12,RuleDist_12,CounterExamples_13,Specificity_13,PRev_13,Pos_13,VarDist_13,RuleDist_13,CounterExamples_14,Specificity_14,PRev_14,Pos_14,VarDist_14,RuleDist_14,CounterExamples_15,Specificity_15,PRev_15,Pos_15,VarDist_15,RuleDist_15,CounterExamples_16,Specificity_16,PRev_16,Pos_16,VarDist_16,RuleDist_16,CounterExamples_17,Specificity_17,PRev_17,Pos_17,VarDist_17,RuleDist_17,CounterExamples_18,Specificity_18,PRev_18,Pos_18,VarDist_18,RuleDist_18,CounterExamples_19,Specificity_19,PRev_19,Pos_19,VarDist_19,RuleDist_19,
9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,9,83.1111,-1,1,-1,43.0909,
9,83.1111,-1,0,-1,43.0909,10,77.5556,-1,1,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,77.5556,-1,1,-1,41.5455,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,
9,83.1111,-1,0,-1,43.0909,10,77.5556,0.949469,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,77.5556,-1,1,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,1,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,0.984311,0,-1,43.0909,10,77.5556,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,82.7778,0.984241,1,-1,43,
9,83.1111,0.984311,0,-1,43.0909,10,77.5556,0.984311,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,77.4444,-1,1,-1,41.4545,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,77.5556,0.949469,0,-1,41.5455,10,82.7778,0.984241,1,-1,43,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,1,-1,41.7273,10,77.5556,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,82.7778,-1,0,-1,43,
10,82.7778,0.984241,1,-1,43,10,77.5556,-1,0,-1,41.5455,10,78.2222,-1,1,-1,41.5455,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,1,-1,41.8182,10,78.8889,-1,1,-1,41.6364,11,77.2222,0.984241,1,-1,41.4545,10,82.7778,-1,0,-1,43,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,1,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,-1,1,-1,41.6364,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,10,77.5556,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,82.7778,-1,0,-1,43,
10,82.7778,-1,0,-1,43,10,77.5556,-1,0,-1,41.5455,10,78.2222,-1,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,0,-1,41.8182,10,78.8889,-1,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,-1,1,-1,41.4545,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,0.977832,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,11,72.6667,-1,1,-1,40.2727,9,83.1111,-1,0,-1,43.0909,10,82.7778,0.98372,0,-1,43,
11,77,-1,1,-1,41.2727,11,73.3333,-1,1,-1,40.0909,10,78.2222,-1,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,0,-1,41.8182,10,78.8889,-1,0,-1,41.6364,11,77.2222,0.984692,0,-1,41.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,0.984241,1,-1,43,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,11,72.6667,-1,0,-1,40.2727,9,83.1111,-1,0,-1,43.0909,11,77.7778,-1,1,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,10,78.2222,-1,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,0,-1,41.8182,10,78.8889,-1,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,-1,0,-1,43,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,0,-1,41.5455,9,83.1111,0.984311,0,-1,43.0909,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,11,72.6667,-1,0,-1,40.2727,9,83.1111,0.977962,0,-1,43.0909,11,77.7778,0.977962,0,-1,41.3636,
11,77,0.977962,0,-1,41.2727,11,73.3333,0.976499,0,-1,40.0909,10,78.2222,0.971195,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,0,-1,41.8182,10,78.8889,-1,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,-1,0,-1,43,9,83.1111,-1,0,-1,43.0909,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,0.977694,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,9,83.1111,0.984311,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,12,69.4444,0.961772,1,-1,39.2727,9,83.1111,-1,0,-1,43.0909,11,77.7778,-1,0,-1,41.3636,
11,77,0.969654,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,10,78.2222,-1,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,11,74.3333,-1,1,-1,40.7273,10,78.8889,-1,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,0.984692,0,-1,43,10,77.4444,-1,1,-1,41.4545,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,9,83.1111,0.977962,0,-1,43.0909,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,13,67.1111,-1,1,-1,39,9,83.1111,-1,0,-1,43.0909,11,77.7778,0.963539,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,10,78.2222,-1,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,11,74.3333,-1,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,0.97859,0,-1,41.4545,10,82.7778,-1,0,-1,43,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,10,77.5556,-1,1,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,79.2222,0.977694,0,-1,41.7273,13,67.1111,0.960658,0,-1,39,9,83.1111,-1,0,-1,43.0909,11,77.7778,-1,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,10,78.2222,-1,0,-1,41.5455,10,77.4444,-1,0,-1,41.4545,11,74.3333,-1,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,0.976659,0,-1,41.4545,10,82.7778,-1,0,-1,43,10,77.4444,-1,0,-1,41.4545,10,78.2222,-1,0,-1,41.5455,9,83.1111,-1,0,-1,43.0909,10,78.8889,0.962704,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,0.961796,1,-1,40.5455,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,14,65.1111,0.958654,1,-1,38.5455,9,83.1111,-1,0,-1,43.0909,11,77.7778,-1,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,11,74.2222,-1,1,-1,40.2727,11,74.3333,0.961796,1,-1,40.5455,11,74.3333,0.97253,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,11,77.2222,0.98372,0,-1,41.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,0.98372,0,-1,43,10,77.4444,-1,0,-1,41.4545,11,77.2222,0.975631,1,-1,41.1818,10,82.7778,-1,1,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,14,65.1111,-1,0,-1,38.5455,9,83.1111,-1,0,-1,43.0909,11,77.7778,-1,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,11,74.2222,-1,0,-1,40.2727,11,74.3333,0.96651,0,-1,40.5455,11,74.3333,-1,0,-1,40.7273,10,78.8889,0.977832,0,-1,41.6364,11,77.2222,-1,0,-1,41.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,-1,0,-1,43,10,77.4444,-1,0,-1,41.4545,11,77.2222,-1,0,-1,41.1818,10,82.7778,-1,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,14,65.1111,-1,0,-1,38.5455,10,77.4444,-1,1,-1,41.4545,11,77.7778,-1,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,0.971195,0,-1,40.0909,11,74.2222,0.971595,0,-1,40.2727,11,74.3333,-1,0,-1,40.5455,11,74.3333,0.962386,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,12,74,0.962143,1,-1,40.4545,11,78.4444,-1,0,-1,41.4545,10,82.7778,0.97672,0,-1,43,10,77.4444,0.962387,0,-1,41.4545,11,77.2222,-1,0,-1,41.1818,10,82.7778,0.98372,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,9,83.1111,-1,0,-1,43.0909,10,79.2222,-1,0,-1,41.7273,14,65.1111,-1,0,-1,38.5455,11,77.3333,-1,1,-1,41.3636,11,77.7778,-1,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,0.955809,0,-1,40.0909,11,74.2222,-1,0,-1,40.2727,11,74.3333,-1,0,-1,40.5455,11,74.3333,-1,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,13,73.5556,-1,1,-1,40.2727,11,78.4444,-1,0,-1,41.4545,10,82.7778,0.0927306,0,-1,43,10,77.4444,-1,0,-1,41.4545,11,77.2222,0.969414,0,-1,41.1818,10,82.7778,0.0927306,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,10,78.2222,-1,1,-1,41.8182,10,79.2222,-1,0,-1,41.7273,15,64.1111,-1,1,-1,38.0909,11,77.3333,-1,0,-1,41.3636,11,77.7778,-1,0,-1,41.3636,
11,77,0.963539,0,-1,41.2727,11,73.3333,-1,0,-1,40.0909,11,74.2222,-1,0,-1,40.2727,11,74.3333,-1,0,-1,40.5455,11,74.3333,-1,0,-1,40.7273,10,78.8889,0.977694,0,-1,41.6364,13,73.5556,-1,0,-1,40.2727,11,78.4444,-1,0,-1,41.4545,10,82.7778,0.977962,0,-1,43,11,74.3333,0.961796,1,-1,40.5455,11,77.2222,-1,0,-1,41.1818,10,82.7778,0.977962,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,0.9714,0,-1,41.5455,11,74.3333,0.962704,0,-1,40.5455,10,78.2222,-1,0,-1,41.8182,10,79.2222,-1,0,-1,41.7273,15,64.1111,-1,0,-1,38.0909,11,77.3333,-1,0,-1,41.3636,11,77.7778,-1,0,-1,41.3636,
11,77,-1,0,-1,41.2727,11,73.3333,0.423479,0,-1,40.0909,11,74.2222,-1,0,-1,40.2727,11,74.3333,-1,0,-1,40.5455,11,74.3333,-1,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,13,73.5556,-1,0,-1,40.2727,11,78.4444,-1,0,-1,41.4545,10,82.7778,-1,0,-1,43,11,74.3333,-1,0,-1,40.5455,11,77.2222,-1,0,-1,41.1818,10,82.7778,-1,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,11,72.5556,-1,1,-1,40.1818,10,79.2222,-1,0,-1,41.7273,15,64.1111,0.955045,0,-1,38.0909,11,77.3333,-1,0,-1,41.3636,11,77.7778,-1,0,-1,41.3636,
12,73.2222,0.960683,1,-1,40,11,73.3333,0.514879,0,-1,40.0909,11,74.2222,-1,0,-1,40.2727,12,73.2222,-1,1,-1,40,11,74.3333,-1,0,-1,40.7273,10,78.8889,-1,0,-1,41.6364,13,73.5556,-1,0,-1,40.2727,11,78.4444,-1,0,-1,41.4545,10,82.7778,-1,0,-1,43,11,74.3333,-1,0,-1,40.5455,11,77.2222,-1,0,-1,41.1818,10,82.7778,-1,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,11,72.5556,-1,0,-1,40.1818,10,79.2222,-1,0,-1,41.7273,15,64.1111,0.948961,0,-1,38.0909,12,73.4444,-1,1,-1,40,11,77.7778,-1,0,-1,41.3636,
12,73.2222,-1,0,-1,40,12,73,0.776981,1,-1,40,11,74.2222,-1,0,-1,40.2727,12,73.2222,-1,0,-1,40,12,73.7778,0.962143,1,-1,40.5455,10,78.8889,-1,0,-1,41.6364,14,69.2222,-1,1,-1,38.7273,11,78.4444,-1,0,-1,41.4545,10,82.7778,-1,0,-1,43,11,74.3333,0.294343,0,-1,40.5455,11,77.2222,-1,0,-1,41.1818,10,82.7778,0.32394,0,-1,43,10,78.8889,-1,0,-1,41.6364,10,78.2222,-1,0,-1,41.5455,11,74.3333,-1,0,-1,40.5455,11,72.5556,-1,0,-1,40.1818,10,79.2222,-1,0,-1,41.7273,15,64.1111,0.944026,0,-1,38.0909,12,73.4444,-1,0,-1,40,11,77.7778,0.962143,0,-1,41.3636,
